Account Name,Campaign ID,Campaign Name,Campaign Status,Ad Set Name,Ad Set ID,Ad Set Status,Website URL(s)
SML Skin,120239063726520436,ntn_adv_web_conv_skin_time_reversal_combo__070326,PAUSED,ntn_adv_web_conv_skin_time_reversal_combo__070326,120239063726530436,ACTIVE,https://studdmuffynlife.com | https://studdmuffynlife.com/products/time-reversal-combo
SML Skin,120239115408500436,ntn_tof_web_conv_skin_ampm_combo_reel_080326,PAUSED,open_india_mix_creative_080326,120239115408520436,ACTIVE,https://studdmuffynlife.com/collections/pigmention-free-glow
SML Skin,120239115476970436,ntn_tof_web_skin_time_reversal_reel_080326,PAUSED,open_india_skin_mix_creative_080326,120239115476950436,ACTIVE,https://studdmuffynlife.com/collections/botox
SML Skin,120239115573550436,ntn_tof_web_lipbright_reel_clp_080326,PAUSED,open_india_skin_lipbright_reel_clp_creative_080326,120239115573340436,ACTIVE,https://studdmuffynlife.com/collections/nuskhe-by-paras-lip-bright
SM SKIN,120239240806390413,Geode_(_Red_Ocean)114_st1 – Copy,PAUSED,Geode_(_Red_Ocean)114_st1,120239240806400413,ACTIVE,https://studdmuffyn.com/collections/magic-of-geode-pyrite
SM SKIN,120239240806390413,Geode_(_Red_Ocean)114_st1 – Copy,PAUSED,Geode_(_Red_Ocean)114_st1,120239240806400413,ACTIVE,https://studdmuffyn.com/collections/magic-of-geode-pyrite
SML Skin,120239319254830436,ntn_adv_web_mix_ampm_sunkissed_lipbright_richierich_timereversal_reel_120326_d,PAUSED,open_india_ampmcombo_timereversal_lipbright_richierich_sunkissed_creative_120326,120239319254850436,ACTIVE,https://studdmuffynlife.com/collections/am-pm-combo | https://studdmuffynlife.com/collections/botox | https://studdmuffynlife.com/collections/bracelet-pyrite-crystal | https://studdmuffynlife.com/collections/nuskhe-by-paras-lip-bright | https://studdmuffynlife.com/collections/sun-kissed-mousse
SM SKIN,120239692499350413,Catalogue_NTN237_paras_st1_video,PAUSED,New Sales ad set,120239692499370413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care?_pos=3&_psq=am+pm&_ss=e&_v=1.0
SM SKIN,120239711441450413,NTN_Sales_Tan_off_creative_Paras_14/02/26,PAUSED,CC,120239711922650413,ACTIVE,N/A
SM SKIN,120239711441450413,NTN_Sales_Tan_off_creative_Paras_14/02/26,PAUSED,NTN_Sales_Tan_off_creative_Paras_14/02/26,120239711441430413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/collections/tanning-solutions-by-paras?_
SM SKIN,120239924634830413,ntn_wanda_conv_skin_trifecta_reel_21022026,PAUSED,Trifecta 2D – Copy 2,120239924758520413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse/products/time-reversal-trifecta
SM SKIN,120239924634830413,ntn_wanda_conv_skin_trifecta_reel_21022026,PAUSED,Trifecta 2D – Copy,120239924670170413,PAUSED,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse/products/time-reversal-trifecta
SM SKIN,120239924634830413,ntn_wanda_conv_skin_trifecta_reel_21022026,PAUSED,Trifecta 2D,120239924634850413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse/products/time-reversal-trifecta
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_reel_creative_26022026,120239926159320413,PAUSED,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_reel_creative_26022026,120239926159290413,ACTIVE,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_mix_creative_26022026,120239926153260413,ACTIVE,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_reel_creative_26022026,120239926159320413,PAUSED,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_reel_creative_26022026,120239926159290413,ACTIVE,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239926153250413,ntn_wanda_conv_skin_blemish_mask_reel_21022026,PAUSED,open_india_antiblemish_mix_creative_26022026,120239926153260413,ACTIVE,https://studdmuffyn.com/products/nuskhe-by-paras-ayurvedic-anti-blemish-mask-50gm?_
SM SKIN,120239981662090413,ntn_adv_web_lipbright_reel_22022026 – Copy,PAUSED,brand_lip_mix_reel_200226 – Copy,120239981662140413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120239983696810413,ntn_adv_wanda_conv_skin_brow_grow_reel_220226,PAUSED,brand_brow_grow_creatives_200226,120239983696780413,ACTIVE,https://studdmuffyn.com/products/brow-grow-eyebrow-roll-on
SM SKIN,120239983696810413,ntn_adv_wanda_conv_skin_brow_grow_reel_220226,PAUSED,brand_brow_grow_creatives_200226,120239983696780413,ACTIVE,https://studdmuffyn.com/products/brow-grow-eyebrow-roll-on
SM SKIN,120239983696810413,ntn_adv_wanda_conv_skin_brow_grow_reel_220226,PAUSED,brand_brow_grow_creatives_200226,120239983696780413,ACTIVE,https://studdmuffyn.com/products/brow-grow-eyebrow-roll-on
SM SKIN,120240028515050413,ntn_adv_wanda_web_conv_skin_am_pm_booster_reel_230226 – Copy,PAUSED,open_india_mix_creative_080226,120240028515070413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care-copy?_
SM SKIN,120240028735790413,ntn_tof_wanda_conv_skin_sun_kissed_reel_230226 – Copy,PAUSED,open_india_mix_creative_230226,120240028735820413,ACTIVE,https://studdmuffyn.com/collections/sun-shield-i-face-body?_
SM SKIN,120240029863960413,ntn_tof_web_conv_trifecta_reel_2302226,PAUSED,open_india_mix_creative_230226,120240029863940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240029863960413,ntn_tof_web_conv_trifecta_reel_2302226,PAUSED,open_india_mix_creative_230226,120240029863940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240029863960413,ntn_tof_web_conv_trifecta_reel_2302226,PAUSED,open_india_mix_creative_230226,120240029863940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240029863960413,ntn_tof_web_conv_trifecta_reel_2302226,PAUSED,open_india_mix_creative_230226,120240029863940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240029863960413,ntn_tof_web_conv_trifecta_reel_2302226,PAUSED,open_india_mix_creative_230226,120240029863940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240030352760413,ntn_wanda_offer_trifecta_peacock_mix_230226 – Copy,PAUSED,open_india_mix_creative_230226 – Copy,120240030848800413,ACTIVE,https://studdmuffyn.com/collections/lapiz-peacock?_
SM SKIN,120240030352760413,ntn_wanda_offer_trifecta_peacock_mix_230226 – Copy,PAUSED,open_india_mix_creative_230226 – Copy,120240030742940413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240030352760413,ntn_wanda_offer_trifecta_peacock_mix_230226 – Copy,PAUSED,open_india_mix_creative_230226,120240030352790413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240066370730413,ds_tof_web_conv_mix_skin_creatives_230226,PAUSED,open_india_mix_creative_230226,120240066719270413,ACTIVE,https://studdmuffyn.com/collections/eye/products/eye-wand | https://studdmuffyn.com/collections/pigmentation-1 | https://studdmuffyn.com/collections/skin-care-3/products/nuskhe-by-paras-ayurvedic-d-tan-cleanser-for-men-and-women-100-gram | https://studdmuffyn.com/collections/sun-protection-1 | https://studdmuffyn.com/collections/time-reversal-for-lines-wrinkles-facial-elasticity
SM SKIN,120240066370730413,ds_tof_web_conv_mix_skin_creatives_230226,PAUSED,open_india_mix_creative_230226,120240066370740413,ACTIVE,https://studdmuffyn.com/collections/frames-wall-art | https://studdmuffyn.com/collections/skin-care-collection | https://studdmuffyn.com/collections/time-reversal-for-lines-wrinkles-facial-elasticity
SM SKIN,120240168018090413,ntn_adv_wanda_conv_offer_offer_static_30012026,PAUSED,open_india_offer_static_250226,120240168018100413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240168018090413,ntn_adv_wanda_conv_offer_offer_static_30012026,PAUSED,open_india_offer_static_250226,120240168018100413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240168403980413,ntn_adv_wanda_conv_skin_mix_ampmcombo_creatives_250226,PAUSED,open_india_mix_creative_25022026,120240168403960413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care
SM SKIN,120240168426380413,ntn_adv_wanda_conv_offer_reel_loc_ex_09022026 – Copy,PAUSED,BOGO 2,120240168426330413,ACTIVE,https://studdmuffyn.com/collections/bogo-offer-buy-one-get-one-for-free?_
SM SKIN,120240168454190413,ntn_tof_web_conv_trifecta_reel_loc_ex_2302226,PAUSED,open_india_mix_creative_230226,120240168454230413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse
SM SKIN,120240168488950413,ntn_adv_web_conv_skin_time_reversal_reel_loc_ex_170226 – Copy,PAUSED,open_india_mix_creative_080226,120240168488920413,ACTIVE,https://studdmuffyn.com/collections/beauty-is-ageless
SM SKIN,120240168488950413,ntn_adv_web_conv_skin_time_reversal_reel_loc_ex_170226 – Copy,PAUSED,open_india_mix_creative_080226,120240168488920413,ACTIVE,https://studdmuffyn.com/collections/beauty-is-ageless
SM SKIN,120240168488950413,ntn_adv_web_conv_skin_time_reversal_reel_loc_ex_170226 – Copy,PAUSED,open_india_mix_creative_080226,120240168488920413,ACTIVE,https://studdmuffyn.com/collections/beauty-is-ageless
SM SKIN,120240168637540413,ntn_adv_wanda_conv_skin_mix_time_reversal_creatives_260226,PAUSED,open_india_mix_creative_26022026,120240168637550413,ACTIVE,https://studdmuffyn.com/collections/time-reversal-and-triderma
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709760413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709730413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709720413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709760413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709730413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169709780413,ntn_adv_web_conv_skin_under_eye_reel_22022026 – Copy 2,PAUSED,open_india_undereye_mix_creative_240226,120240169709720413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240169840550413,ntn_adv_wanda_conv_skin_oooh_reel_2602226,PAUSED,open_india_oooh_mix_creative_240226,120240169840590413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/products/star-struck-i-skin-glow-serum?_
SM SKIN,120240169840550413,ntn_adv_wanda_conv_skin_oooh_reel_2602226,PAUSED,open_india_oooh_mix_creative_240226,120240169840590413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/products/star-struck-i-skin-glow-serum?_
SM SKIN,120240169840550413,ntn_adv_wanda_conv_skin_oooh_reel_2602226,PAUSED,open_india_oooh_mix_creative_240226,120240169840590413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/products/star-struck-i-skin-glow-serum?_
SM SKIN,120240169890350413,ntn_adv_wanda_conv_mix_browgrow_creatives_260226,PAUSED,open_india_mix_creative_25022026,120240169890360413,ACTIVE,https://studdmuffyn.com/collections/grow-your-brow-1
SM SKIN,120240171694510413,ntn_adv_wanda_conv_mix_detan_creatives_240226 – Copy,PAUSED,open_india_mix_creative_240226,120240171694500413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240171694510413,ntn_adv_wanda_conv_mix_detan_creatives_240226 – Copy,PAUSED,open_india_mix_creative_240226,120240171694500413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240172001280413,ntn_adv_web_conv_skin_hyaluronic_mix_260226,PAUSED,open_india_hyaluronic_mix_creative_240226,120240172001310413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/collections/pigmention-free-glow?_
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_mix_creative_260226 – Copy,120240209271470413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_static_creative_260226,120240208856140413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_reel_creative_260226,120240208856110413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_mix_creative_260226 – Copy,120240209271470413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_static_creative_260226,120240208856140413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240208856150413,ntn_tof_web_con_skin_lip_bright_mix_260226,PAUSED,open_india_lip_reel_creative_260226,120240208856110413,ACTIVE,https://studdmuffyn.com/collections/lip-bright/products/nuskhe-by-paras-lip-bright-lip-peel-of-mask
SM SKIN,120240212259370413,ntn_tof_offer_end_of_season_static_260226 – Copy,PAUSED,brand_offer_creative_260226,120240212259380413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240212259370413,ntn_tof_offer_end_of_season_static_260226 – Copy,PAUSED,brand_offer_creative_260226,120240212259320413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240214038730413,ntn_adv_wanda_conv_skin_ampmcombo_270226 – Copy,PAUSED,open_india_mix_creative_25022026,120240214038750413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care
SM SKIN,120240214375400413,ntn_adv_wanda_conv_mix_ampmcombo_creatives_ex_loc_270226 – Copy,PAUSED,open_india_mix_creative_25022026,120240214375460413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care
SM SKIN,120240214676140413,ntn_adv_web_conv_skin_24k_gold_serum_reel_1902226 – Copy,PAUSED,open_india_reel_creative_26022026,120240214676200413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240214676140413,ntn_adv_web_conv_skin_24k_gold_serum_reel_1902226 – Copy,PAUSED,open_india_reel_creative_26022026,120240214676200413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240214676140413,ntn_adv_web_conv_skin_24k_gold_serum_reel_1902226 – Copy,PAUSED,open_india_reel_creative_26022026,120240214676200413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240215487170413,ntn_adv_wanda_web_conv_offer_offer_reel_040226 – Copy,PAUSED,open_india_mix_creative_080226,120240215487220413,ACTIVE,https://studdmuffyn.com/collections/horses-of-luck-and-wealth | https://studdmuffyn.com/collections/power-of-trishul
SM SKIN,120240215487170413,ntn_adv_wanda_web_conv_offer_offer_reel_040226 – Copy,PAUSED,open_india_mix_creative_080226,120240215486990413,ACTIVE,https://studdmuffyn.com/collections/peacock-pyrite-plate-collection
SM SKIN,120240215487170413,ntn_adv_wanda_web_conv_offer_offer_reel_040226 – Copy,PAUSED,open_india_mix_creative_080226,120240215486930413,ACTIVE,https://studdmuffyn.com/collections/pyrite-owl-clock
SM SKIN,120240215487170413,ntn_adv_wanda_web_conv_offer_offer_reel_040226 – Copy,PAUSED,open_india_mix_creative_080226,120240215486920413,ACTIVE,https://studdmuffyn.com/collections/pyrite-owl-clock-copy
SM SKIN,120240215487170413,ntn_adv_wanda_web_conv_offer_offer_reel_040226 – Copy,PAUSED,open_india_mix_creative_080226,120240215486830413,ACTIVE,https://studdmuffyn.com/collections/peacock-pyrite-plate-collection
SM SKIN,120240218048330413,ntn_tof_offer_end_of_season_static_260226 – Copy 2,PAUSED,brand_offer_creative_260226,120240218048320413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240218048330413,ntn_tof_offer_end_of_season_static_260226 – Copy 2,PAUSED,brand_offer_creative_260226,120240218048280413,ACTIVE,https://studdmuffyn.com/
SM SKIN,120240218438760413,ntn_adv_web_conv_skin_undereye_reel_270226 – Copy,PAUSED,open_india_mix_creative_080226,120240218438700413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240218713640413,ntn_wanda_conv_Time_reversal_skin_reel_270226 – Copy,PAUSED,open_india_trifecta_mix_creative_240226,120240218713630413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse/products/time-reversal-trifecta
SM SKIN,120240218806150413,ntn_adv_wanda_conv_skin_sun_mousse_reel_270226 – Copy,PAUSED,brand_reel_creatives_200226,120240218806130413,ACTIVE,https://studdmuffyn.com/collections/sun-shield-i-face-body?_
SM SKIN,120240258559380413,ntn_adv_wanda_conv_skin_muah_reel_280226 – Copy,PAUSED,open_india_reel_creative_280226,120240258559420413,ACTIVE,https://studdmuffyn.com/collections/muaah-to-your-lips
SM SKIN,120240258619560413,ntn_adv_wanda_conv_skin_muah_reel_280226 – Copy 2,PAUSED,open_india_reel_creative_280226,120240258619570413,ACTIVE,https://studdmuffyn.com/collections/muaah-to-your-lips
SM SKIN,120240258684460413,ntn_adv_web_conv_skin_under_eye_reel_partnership_280226 – Copy 2,PAUSED,open_india_undereye_mix_creative_280226,120240258684440413,ACTIVE,https://studdmuffyn.com/collections/eye
SM SKIN,120240259914720413,ntn_adv_web_conv_skin_24k_gold_serum_reel_280226 – Copy,PAUSED,open_india_reel_creative_26022026,120240259914770413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240259914720413,ntn_adv_web_conv_skin_24k_gold_serum_reel_280226 – Copy,PAUSED,open_india_reel_creative_26022026,120240259914770413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240260011350413,ntn_adv_wanda_conv_jewellery_18k_gold_jewellery_reel_280226 – Copy,PAUSED,open_india_creative_280226,120240260011340413,ACTIVE,https://studdmuffyn.com/collections/jewelry
SM SKIN,120240260011350413,ntn_adv_wanda_conv_jewellery_18k_gold_jewellery_reel_280226 – Copy,PAUSED,open_india_creative_280226,120240260011340413,ACTIVE,https://studdmuffyn.com/collections/jewelry
SM SKIN,120240260016020413,ntn_adv_wanda_triderma_reel_clp_280226,PAUSED,open_india_skin_triderma_static_reel_clp_creative_280226,120240260016030413,ACTIVE,https://studdmuffyn.com/collections/triderma
SM SKIN,120240260109260413,ntn_adv_wanda_web_conv_skin_am_pm_booster_reel_partnership_280226 – Copy 2,PAUSED,open_india_reel_creative_280226,120240260109250413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care-copy?_
SM SKIN,120240260287120413,ntn_adv_web_conv_skin_24k_gold_serum_reel_280226 _180dpsm,PAUSED,open_india_reel_creative_26022026,120240260287110413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240260287120413,ntn_adv_web_conv_skin_24k_gold_serum_reel_280226 _180dpsm,PAUSED,open_india_reel_creative_26022026,120240260287110413,ACTIVE,https://studdmuffyn.com/collections/beauty-that-lasts
SM SKIN,120240260442750413,ntn_tof_web_conv_skin_time_reversal_reel_280226_partnership,PAUSED,open_india_reel_creative_08022026,120240260442760413,ACTIVE,https://studdmuffyn.com/collections/beauty-is-ageless
SM SKIN,120240260442750413,ntn_tof_web_conv_skin_time_reversal_reel_280226_partnership,PAUSED,open_india_reel_creative_08022026,120240260442760413,ACTIVE,https://studdmuffyn.com/collections/beauty-is-ageless
SM SKIN,120240260576420413,ntn_adv_web_conv_skin_xtreme_pigmentation_combo_mix_260226 – Copy,PAUSED,open_india_xtreme_pigmentation_combo_mix_creative_240226,120240260576380413,ACTIVE,https://studdmuffyn.com/collections/complete-pigmentation-care
SM SKIN,120240260669430413,ntn_adv_wanda_conv_skin_oooh_reel_280226_180dpsm,PAUSED,open_india_mix_creative_280226,120240260669420413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/products/star-struck-i-skin-glow-serum?_
SM SKIN,120240260741280413,ntn_adv_wanda_botox_glutathione_reel_clp_280226,PAUSED,open_india_skin_glutathione_static_reel_clp_creative_280226,120240260753150413,ACTIVE,https://studdmuffyn.com/collections/face-serum
SM SKIN,120240260741280413,ntn_adv_wanda_botox_glutathione_reel_clp_280226,PAUSED,open_india_skin_botox_static_reel_clp_creative_280226,120240260741270413,ACTIVE,https://studdmuffyn.com/collections/botox-in-a-jar
SM SKIN,120240260741280413,ntn_adv_wanda_botox_glutathione_reel_clp_280226,PAUSED,open_india_skin_glutathione_static_reel_clp_creative_280226,120240260753150413,ACTIVE,https://studdmuffyn.com/collections/face-serum
SM SKIN,120240260741280413,ntn_adv_wanda_botox_glutathione_reel_clp_280226,PAUSED,open_india_skin_botox_static_reel_clp_creative_280226,120240260741270413,ACTIVE,https://studdmuffyn.com/collections/botox-in-a-jar
SM SKIN,120240260741350413,ntn_adv_wanda_web_conv_skin_pigmentation_cream_reel_180dpsm_280226 – Copy,PAUSED,open_india_mix_creative_080226,120240260741340413,ACTIVE,https://studdmuffyn.com/collections/pigmentation
SM SKIN,120240260741350413,ntn_adv_wanda_web_conv_skin_pigmentation_cream_reel_180dpsm_280226 – Copy,PAUSED,open_india_mix_creative_080226,120240260741340413,ACTIVE,https://studdmuffyn.com/collections/pigmentation
SM SKIN,120240260984980413,ntn_adv_wanda_hyaluronic_reel_clp_280226,PAUSED,open_india_skin_hyaluronic_static_reel_clp_creative_280226,120240260984990413,ACTIVE,https://studdmuffyn.com/collections/hyaluronic
SM SKIN,120240260984980413,ntn_adv_wanda_hyaluronic_reel_clp_280226,PAUSED,open_india_skin_hyaluronic_static_reel_clp_creative_280226,120240260984990413,ACTIVE,https://studdmuffyn.com/collections/hyaluronic
SM SKIN,120240261128560413,ntn_adv_wanda_trifecta_reel_clp_280226,PAUSED,open_india_skin_trifecta_static_reel_clp_creative_280226,120240261128550413,ACTIVE,https://studdmuffyn.com/collections/reverse-time-with-studd-muffyn-copy
SM SKIN,120240261543020413,ntn_sales_wanda_web_conv_skin_reel_partnership_280226 – Copy,PAUSED,open_india_reel_creative_080226,120240261542970413,ACTIVE,N/A
SM SKIN,120240262092350413,ntn_adv_wanda_conv_mix_detan_creatives_280226 – Copy,PAUSED,open_india_mix_creative_240226 – Copy,120240262092220413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240262092350413,ntn_adv_wanda_conv_mix_detan_creatives_280226 – Copy,PAUSED,open_india_mix_creative_240226 – Copy,120240262092220413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240262261390413,ntn_adv_wanda_conv_mix_ampmcombo_creatives_ex_loc_270226 – Copy 2,PAUSED,open_india_mix_creative_25022026,120240262261400413,ACTIVE,https://studdmuffyn.com/collections/am-pm-skin-care
SM SKIN,120240302136120413,ntn_tof_cbo_wanda_conv_multiple_test_010326,PAUSED,open_india_reel_creative_010326 – Copy,120240337061640413,PAUSED,https://studdmuffyn.com/ | https://studdmuffyn.com/collections/24-7-hair-care | https://studdmuffyn.com/collections/am-pm-skin-care-copy | https://studdmuffyn.com/collections/edp-40ml-copy | https://studdmuffyn.com/collections/holi-hai | https://studdmuffyn.com/collections/pit-glow-bright-refreshing/products/nukshe | https://studdmuffyn.com/collections/the-ultimate-sun-shield-collection
SM SKIN,120240302136120413,ntn_tof_cbo_wanda_conv_multiple_test_010326,PAUSED,open_india_reel_creative_010326,120240302136140413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/collections/24-7-hair-care | https://studdmuffyn.com/collections/am-pm-skin-care-copy | https://studdmuffyn.com/collections/edp-40ml-copy | https://studdmuffyn.com/collections/holi-hai | https://studdmuffyn.com/collections/lip-bright | https://studdmuffyn.com/collections/pit-glow-bright-refreshing/products/nukshe | https://studdmuffyn.com/collections/the-ultimate-sun-shield-collection
SM SKIN,120240303702850413,ntn_adv_wanda_conv_reel_lipbright_creatives_010326,PAUSED,open_india_reel_creative_26022026,120240303702910413,ACTIVE,https://studdmuffyn.com/collections/lip-bright?fbclid=fbclid
SM SKIN,120240304235310413,ntn_adv_wanda_conv_skin_sun_mousse_reel_180dpsm_010326,PAUSED,open_india_sunkissed_reel_creative_010326,120240304235280413,ACTIVE,https://studdmuffyn.com/collections/the-ultimate-sun-shield-collection
SM SKIN,120240304318190413,ntn_adv_wanda_conv_skin_sun_mousse_reel_ex_180dpsm_010326 – Copy,PAUSED,open_india_sunkissed_reel_creative_010326,120240304318210413,ACTIVE,https://studdmuffyn.com/collections/the-ultimate-sun-shield-collection
SM SKIN,120240304333920413,ntn_wanda_conv_time_reversal_skin_reel_010326,PAUSED,open_india_time_reversal_reel_creative_010326,120240304333910413,ACTIVE,https://studdmuffyn.com/collections/anti-wrinkle-powerhouse/products/time-reversal-trifecta
SM SKIN,120240304854700413,ntn_wanda_web_conv_skin_pigmentation_cream_reel_180dpsm_280226 – Copy 2,PAUSED,open_india_mix_creative_080226,120240304854690413,ACTIVE,https://studdmuffyn.com/collections/pigmentation
SM SKIN,120240304889440413,ntn_adv_wanda_skin_24kgold_reel_clp_010326,PAUSED,open_india_skin_24kgold_static_reel_clp_creative_010326,120240304889450413,ACTIVE,https://studdmuffyn.com/ | https://studdmuffyn.com/collections/24k-gold-collection
SM SKIN,120240304918800413,ntn_adv_wanda_conv_mix_detan_creatives_010326,PAUSED,open_india_mix_creative_240226,120240304918850413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240327290700413,ntn_adv_wanda_conv_mix_detan_creatives_020326,PAUSED,open_india_mix_creative_240226 – Copy,120240327290780413,ACTIVE,https://studdmuffyn.com/collections/sun-protection-and-skin-tanning
SM SKIN,120240380343760413,ntn_tof_wanda_conv_skin_ampmcombo_030326,PAUSED,open_india_mix_creative_030326,120240385218620413,ACTIVE,http://studdmuffyn.com/ | https://studdmuffyn.com/collections/am-pm-skin-care
SM SKIN,120240380343760413,ntn_tof_wanda_conv_skin_ampmcombo_030326,PAUSED,open_india_mix_creative_030326,120240382492670413,ACTIVE,http://studdmuffyn.com/ | https://studdmuffyn.com/collections/am-pm-skin-care
